구분1,구분2,구분3,등급
정형외과,상지 통증,"열,면역억제 상태",2
정형외과,상지 통증,패혈증 의증(3 SIRS 기준만족),2
정형외과,상지 통증,경증 호흡곤란,3
정형외과,상지 통증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
정형외과,상지 통증,"열(아파보임),<3 SIRS 기준 만족",3
정형외과,상지 통증,"열(건강해보임), 1SIRS 기준만족(열)",4
정형외과,상지 통증,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
정형외과,상지 통증,급성 말초성 중증 통증 (8-10),3
정형외과,상지 통증,출혈성 질환(중등도나 경증의 출혈),3
정형외과,상지 통증,급성 말초성 중등도 통증(4-7),4
정형외과,상지 통증,만성 말초성 중증 통증(8-10),4
정형외과,상지 통증,급성 말초성 경증 통증(<4),5
정형외과,상지 통증,만성 말초성 통증(<8),5
정형외과,상지 통증,신경혈관장애,2
정형외과,상지 통증,"석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함",3
정형외과,상지 통증,"석고붕대가 꽉 끼어 아프지만, 신경혈관
장애는 없음",4
정형외과,상지 통증,상지의 만성 경증 통증,5
정형외과,하지 통증,중증 호흡곤란,1
정형외과,하지 통증,쇼크,1
정형외과,하지 통증,무의식(GCS 3-8),1
정형외과,하지 통증,중등도 호흡곤란,2
정형외과,하지 통증,혈역학적 장애,2
정형외과,하지 통증,의식변화(GCS 9-13),2
정형외과,하지 통증,"열,면역억제 상태",2
정형외과,하지 통증,패혈증 의증(3 SIRS 기준만족),2
정형외과,하지 통증,경증 호흡곤란,3
정형외과,하지 통증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
정형외과,하지 통증,"열(아파보임),<3 SIRS 기준 만족",3
정형외과,하지 통증,"열(건강해보임), 1SIRS 기준만족(열)",4
정형외과,하지 통증,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
정형외과,하지 통증,급성 말초성 중증 통증 (8-10),3
정형외과,하지 통증,출혈성 질환(중등도나 경증의 출혈),3
정형외과,하지 통증,급성 말초성 중등도 통증(4-7),4
정형외과,하지 통증,만성 말초성 중증 통증(8-10),4
정형외과,하지 통증,급성 말초성 경증 통증(<4),5
정형외과,하지 통증,만성 말초성 통증(<8),5
정형외과,하지 통증,"석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함",3
정형외과,하지 통증,"석고붕대가 꽉 끼어 아프지만, 신경혈관
장애는 없음",4
정형외과,하지 통증,하지의 만성 경증 통증,5
정형외과,상지 손상,중증 호흡곤란,1
정형외과,상지 손상,쇼크,1
정형외과,상지 손상,무의식(GCS 3-8),1
정형외과,상지 손상,중등도 호흡곤란,2
정형외과,상지 손상,혈역학적 장애,2
정형외과,상지 손상,의식변화(GCS 9-13),2
정형외과,상지 손상,"열,면역억제 상태",2
정형외과,상지 손상,패혈증 의증(3 SIRS 기준만족),2
정형외과,상지 손상,경증 호흡곤란,3
정형외과,상지 손상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
정형외과,상지 손상,"열(아파보임),<3 SIRS 기준 만족",3
정형외과,상지 손상,"열(건강해보임), 1SIRS 기준만족(열)",4
정형외과,상지 손상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
정형외과,상지 손상,고위험성 사고기전,2
정형외과,상지 손상,급성 말초성 중증 통증 (8-10),3
정형외과,상지 손상,출혈성 질환(중등도나 경증의 출혈),3
정형외과,상지 손상,급성 말초성 중등도 통증(4-7),4
정형외과,상지 손상,만성 말초성 중증 통증(8-10),4
정형외과,상지 손상,급성 말초성 경증 통증(<4),5
정형외과,상지 손상,만성 말초성 통증(<8),5
정형외과,상지 손상,개방성 골절 또는 신경혈관 장애,2
정형외과,상지 손상,명백한 변형,3
정형외과,상지 손상,"석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함",3
정형외과,상지 손상,"석고붕대가 꽉 끼어 아프지만, 신경혈관",4
,,장애는 없음,
정형외과,상지 손상,"상지의 외상, 만성 경증 통증",5
정형외과,하지 손상,중증 호흡곤란,1
정형외과,하지 손상,쇼크,1
정형외과,하지 손상,무의식(GCS 3-8),1
정형외과,하지 손상,중등도 호흡곤란,2
정형외과,하지 손상,혈역학적 장애,2
정형외과,하지 손상,의식변화(GCS 9-13),2
정형외과,하지 손상,"열,면역억제 상태",2
정형외과,하지 손상,패혈증 의증(3 SIRS 기준만족),2
정형외과,하지 손상,경증 호흡곤란,3
정형외과,하지 손상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
정형외과,하지 손상,"열(아파보임),<3 SIRS 기준 만족",3
정형외과,하지 손상,"열(건강해보임), 1SIRS 기준만족(열)",4
정형외과,하지 손상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
정형외과,하지 손상,고위험성 사고기전,2
정형외과,하지 손상,급성 말초성 중증 통증 (8-10),3
정형외과,하지 손상,출혈성 질환(중등도나 경증의 출혈),3
정형외과,하지 손상,급성 말초성 중등도 통증(4-7),4
정형외과,하지 손상,만성 말초성 중증 통증(8-10),4
정형외과,하지 손상,급성 말초성 경증 통증(<4),5
정형외과,하지 손상,만성 말초성 통증(<8),5
정형외과,하지 손상,개방성 골절 또는 신경혈관 장애,2
정형외과,하지 손상,명백한 변형,3
정형외과,하지 손상,"석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함",3
정형외과,하지 손상,"석고붕대가 꽉 끼어 아프지만, 신경혈관
장애는 없음",4
정형외과,하지 손상,"하지의 외상, 만성 경증 통증",5
정형외과,관절 부종,중등도 호흡곤란,2
정형외과,관절 부종,혈역학적 장애,2
정형외과,관절 부종,의식변화(GCS 9-13),2
정형외과,관절 부종,"열,면역억제 상태",2
정형외과,관절 부종,패혈증 의증(3 SIRS 기준만족),2
정형외과,관절 부종,경증 호흡곤란,3
정형외과,관절 부종,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
정형외과,관절 부종,"열(아파보임),<3 SIRS 기준 만족",3
정형외과,관절 부종,"열(건강해보임), 1SIRS 기준만족(열)",4
정형외과,관절 부종,급성 말초성 중증 통증 (8-10),3
정형외과,관절 부종,출혈성 질환(중등도나 경증의 출혈),3
정형외과,관절 부종,급성 말초성 중등도 통증(4-7),4
정형외과,관절 부종,만성 말초성 중증 통증(8-10),4
정형외과,관절 부종,급성 말초성 경증 통증(<4),5
정형외과,관절 부종,만성 말초성 통증(<8),5
정형외과,관절 부종,관절 부종,5
정형외과,석고붕대 확인,급성 말초성 중증 통증 (8-10),3
정형외과,석고붕대 확인,급성 말초성 중등도 통증(4-7),4
정형외과,석고붕대 확인,급성 말초성 경증 통증(<4),5
정형외과,석고붕대 확인,"석고붕대가 꽉 끼어 아프고, 신경혈관
장애를 동반함",3
정형외과,석고붕대 확인,"석고붕대가 꽉 끼어 아프지만, 신경혈관
장애는 없음",4
정형외과,석고붕대 확인,석고붕대 체크 또는 석고붕대 교환,5
외상,중증외상-관통상,중증 호흡곤란,1
외상,중증외상-관통상,쇼크,1
외상,중증외상-관통상,무의식(GCS 3-8),1
외상,중증외상-관통상,중등도 호흡곤란,2
외상,중증외상-관통상,혈역학적 장애,2
외상,중증외상-관통상,의식변화(GCS 9-13),2
외상,중증외상-관통상,"열,면역억제 상태",2
외상,중증외상-관통상,패혈증 의증(3 SIRS 기준만족),2
외상,중증외상-관통상,경증 호흡곤란,3
외상,중증외상-관통상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
외상,중증외상-관통상,"열(아파보임),<3 SIRS 기준 만족",3
외상,중증외상-관통상,"열(건강해보임), 1SIRS 기준만족(열)",4
외상,중증외상-관통상,급성 중심성 중증 통증(8-10),2
외상,중증외상-관통상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
외상,중증외상-관통상,고위험성 사고기전,2
외상,중증외상-관통상,급성 중심성 중등도 통증(4-7),3
외상,중증외상-관통상,출혈성 질환(중등도나 경증의 출혈),3
외상,중증외상-관통상,"신경학적 손상과 동반된 척추 골절,
두부의 관통상",1
외상,중증외상-관통상,사지의 신경혈관 장애,2
외상,중증외상-관통상,"머리,가슴,복부의 관통상",2
외상,중증외상-관통상,중증외상-관통상,3
외상,중증외상-둔상,중증 호흡곤란,1
외상,중증외상-둔상,쇼크,1
외상,중증외상-둔상,무의식(GCS 3-8),1
외상,중증외상-둔상,중등도 호흡곤란,2
외상,중증외상-둔상,혈역학적 장애,2
외상,중증외상-둔상,의식변화(GCS 9-13),2
외상,중증외상-둔상,"열,면역억제 상태",2
외상,중증외상-둔상,패혈증 의증(3 SIRS 기준만족),2
외상,중증외상-둔상,경증 호흡곤란,3
외상,중증외상-둔상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
외상,중증외상-둔상,"열(아파보임),<3 SIRS 기준 만족",3
외상,중증외상-둔상,"열(건강해보임), 1SIRS 기준만족(열)",4
외상,중증외상-둔상,급성 중심성 중증 통증(8-10),2
외상,중증외상-둔상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
외상,중증외상-둔상,고위험성 사고기전,2
외상,중증외상-둔상,급성 중심성 중등도 통증(4-7),3
외상,중증외상-둔상,출혈성 질환(중등도나 경증의 출혈),3
외상,중증외상-둔상,급성 중심성 경증 통증(<4),4
외상,중증외상-둔상,신경학적 손상과 동반된 척추 골절,1
외상,중증외상-둔상,사지의 신경혈관 장애,2
외상,중증외상-둔상,장기간의 척추고정,3
외상,중증외상-둔상,중증외상-둔상,4
외상,단독 흉부외상-관통상,중증 호흡곤란,1
외상,단독 흉부외상-관통상,쇼크,1
외상,단독 흉부외상-관통상,무의식(GCS 3-8),1
외상,단독 흉부외상-관통상,중등도 호흡곤란,2
외상,단독 흉부외상-관통상,혈역학적 장애,2
외상,단독 흉부외상-관통상,의식변화(GCS 9-13),2
외상,단독 흉부외상-관통상,"열,면역억제 상태",2
외상,단독 흉부외상-관통상,패혈증 의증(3 SIRS 기준만족),2
외상,단독 흉부외상-관통상,급성 중심성 중증 통증(8-10),2
외상,단독 흉부외상-관통상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
외상,단독 흉부외상-관통상,단독 흉부외상-관통상,2
외상,단독 흉부외상-둔상,중증 호흡곤란,1
외상,단독 흉부외상-둔상,쇼크,1
외상,단독 흉부외상-둔상,무의식(GCS 3-8),1
외상,단독 흉부외상-둔상,중등도 호흡곤란,2
외상,단독 흉부외상-둔상,혈역학적 장애,2
외상,단독 흉부외상-둔상,의식변화(GCS 9-13),2
외상,단독 흉부외상-둔상,"열,면역억제 상태",2
외상,단독 흉부외상-둔상,패혈증 의증(3 SIRS 기준만족),2
외상,단독 흉부외상-둔상,경증 호흡곤란,3
외상,단독 흉부외상-둔상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
외상,단독 흉부외상-둔상,"열(아파보임),<3 SIRS 기준 만족",3
외상,단독 흉부외상-둔상,"열(건강해보임), 1SIRS 기준만족(열)",4
외상,단독 흉부외상-둔상,급성 중심성 중증 통증(8-10),2
외상,단독 흉부외상-둔상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
외상,단독 흉부외상-둔상,고위험성 사고기전,2
외상,단독 흉부외상-둔상,급성 중심성 중등도 통증(4-7),3
외상,단독 흉부외상-둔상,급성 말초성 중증 통증 (8-10),3
외상,단독 흉부외상-둔상,출혈성 질환(중등도나 경증의 출혈),3
외상,단독 흉부외상-둔상,급성 중심성 경증 통증(<4),4
외상,단독 흉부외상-둔상,급성 말초성 중등도 통증(4-7),4
외상,단독 흉부외상-둔상,급성 말초성 경증 통증(<4),5
외상,단독 흉부외상-둔상,단독 흉부외상-둔상(건강해보임),4
외상,단독 복부외상-관통상,중증 호흡곤란,1
외상,단독 복부외상-관통상,쇼크,1
외상,단독 복부외상-관통상,무의식(GCS 3-8),1
외상,단독 복부외상-관통상,중등도 호흡곤란,2
외상,단독 복부외상-관통상,혈역학적 장애,2
외상,단독 복부외상-관통상,의식변화(GCS 9-13),2
외상,단독 복부외상-관통상,"열,면역억제 상태",2
외상,단독 복부외상-관통상,패혈증 의증(3 SIRS 기준만족),2
외상,단독 복부외상-관통상,급성 중심성 중증 통증(8-10),2
외상,단독 복부외상-관통상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
외상,단독 복부외상-관통상,고위험성 사고기전,2
외상,단독 복부외상-관통상,단독 복부외상 - 관통상,2
외상,단독 복부외상-둔상,중증 호흡곤란,1
외상,단독 복부외상-둔상,쇼크,1
외상,단독 복부외상-둔상,무의식(GCS 3-8),1
외상,단독 복부외상-둔상,중등도 호흡곤란,2
외상,단독 복부외상-둔상,혈역학적 장애,2
외상,단독 복부외상-둔상,의식변화(GCS 9-13),2
외상,단독 복부외상-둔상,"열,면역억제 상태",2
외상,단독 복부외상-둔상,패혈증 의증(3 SIRS 기준만족),2
외상,단독 복부외상-둔상,경증 호흡곤란,3
외상,단독 복부외상-둔상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
외상,단독 복부외상-둔상,"열(아파보임),<3 SIRS 기준 만족",3
외상,단독 복부외상-둔상,"열(건강해보임), 1SIRS 기준만족(열)",4
외상,단독 복부외상-둔상,급성 중심성 중증 통증(8-10),2
외상,단독 복부외상-둔상,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
외상,단독 복부외상-둔상,고위험성 사고기전,2
외상,단독 복부외상-둔상,급성 중심성 중등도 통증(4-7),3
외상,단독 복부외상-둔상,출혈성 질환(중등도나 경증의 출혈),3
외상,단독 복부외상-둔상,급성 중심성 경증 통증(<4),4
외상,단독 복부외상-둔상,단독복부외상 - 둔상,4
2단계,3단계,4단계,등급
환경손상,동상/냉 손상,급성 말초성 중증 통증 (8-10),3
환경손상,동상/냉 손상,급성 말초성 중등도 통증(4-7),4
환경손상,동상/냉 손상,만성 말초성 중증 통증(8-10),4
환경손상,동상/냉 손상,급성 말초성 경증 통증(<4),5
환경손상,동상/냉 손상,만성 말초성 통증(<8),5
환경손상,동상/냉 손상,사지 말단부위에 맥박이 없고 차가움,2
환경손상,동상/냉 손상,피부가 창백함,3
환경손상,동상/냉 손상,동상/냉손상,5
환경손상,유해물질흡입,중증 호흡곤란,1
환경손상,유해물질흡입,쇼크,1
환경손상,유해물질흡입,무의식(GCS 3-8),1
환경손상,유해물질흡입,중등도 호흡곤란,2
환경손상,유해물질흡입,혈역학적 장애,2
환경손상,유해물질흡입,의식변화(GCS 9-13),2
환경손상,유해물질흡입,경증 호흡곤란,3
환경손상,유해물질흡입,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
환경손상,유해물질흡입,"연기나 기타 물질 흡입, 호흡곤란 없음",3
환경손상,유해물질흡입,"유해물질을 흡입한 후 상당한 시간이
지남, 무증상",4
환경손상,전기손상,중증 호흡곤란,1
환경손상,전기손상,쇼크,1
환경손상,전기손상,무의식(GCS 3-8),1
환경손상,전기손상,중등도 호흡곤란,2
환경손상,전기손상,혈역학적 장애,2
환경손상,전기손상,의식변화(GCS 9-13),2
환경손상,전기손상,경증 호흡곤란,3
환경손상,전기손상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
환경손상,전기손상,급성 말초성 중증 통증 (8-10),3
환경손상,전기손상,명백한 피부손상,2
환경손상,전기손상,명백한 피부손상 없음,3
환경손상,화학물질 노출,중증 호흡곤란,1
환경손상,화학물질 노출,쇼크,1
환경손상,화학물질 노출,무의식(GCS 3-8),1
환경손상,화학물질 노출,중등도 호흡곤란,2
환경손상,화학물질 노출,혈역학적 장애,2
환경손상,화학물질 노출,의식변화(GCS 9-13),2
환경손상,화학물질 노출,체표면적 25% 이상의 중증 화상,1
환경손상,화학물질 노출,"손,발, 샅고랑 부위(Groin), 얼굴의 중증
화상",2
환경손상,화학물질 노출,눈에 이물질이 튄 후 증상 있음,2
환경손상,저체온증,중증 호흡곤란,1
2단계,3단계,4단계,등급
환경손상,저체온증,쇼크,1
환경손상,저체온증,무의식(GCS 3-8),1
환경손상,저체온증,중등도 호흡곤란,2
환경손상,저체온증,혈역학적 장애,2
환경손상,저체온증,의식변화(GCS 9-13),2
환경손상,저체온증,면역억제 상태,2
환경손상,저체온증,패혈증 의증(3 SIRS 기준만족),2
환경손상,저체온증,경증 호흡곤란,3
환경손상,저체온증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
환경손상,저체온증,"아파보임,<3 SIRS 기준 만족",3
환경손상,저체온증,"저체온증,중심체온<32℃",2
환경손상,저체온증,중심체온 32-35℃,3
환경손상,저체온증,"동상없음, 정상 활력징후",4
환경손상,익수,중증 호흡곤란,1
환경손상,익수,쇼크,1
환경손상,익수,무의식(GCS 3-8),1
환경손상,익수,중등도 호흡곤란,2
환경손상,익수,혈역학적 장애,2
환경손상,익수,의식변화(GCS 9-13),2
환경손상,익수,"열,면역억제 상태",2
환경손상,익수,패혈증 의증(3 SIRS 기준만족),2
환경손상,익수,경증 호흡곤란,3
환경손상,익수,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
환경손상,익수,"열(아파보임),<3 SIRS 기준 만족",3
환경손상,익수,"저체온증,중심체온<32℃",2
환경손상,익수,중심체온 32-35℃,3
피부,물림(Bite),중증 호흡곤란,1
피부,물림(Bite),쇼크,1
피부,물림(Bite),무의식(GCS 3-8),1
피부,물림(Bite),중등도 호흡곤란,2
피부,물림(Bite),혈역학적 장애,2
피부,물림(Bite),의식변화(GCS 9-13),2
피부,물림(Bite),"열,면역억제 상태",2
피부,물림(Bite),패혈증 의증(3 SIRS 기준만족),2
피부,물림(Bite),경증 호흡곤란,3
피부,물림(Bite),"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,물림(Bite),"열(아파보임),<3 SIRS 기준 만족",3
피부,물림(Bite),"열(건강해보임), 1SIRS 기준만족(열)",4
피부,물림(Bite),급성 말초성 중증 통증 (8-10),3
피부,물림(Bite),급성 말초성 중등도 통증(4-7),4
2단계,3단계,4단계,등급
피부,물림(Bite),급성 말초성 경증 통증(<4),5
피부,물림(Bite),중증 알러지 반응의 기왕력,2
피부,물림(Bite),경증물림,5
피부,쏘임(Sting),중증 호흡곤란,1
피부,쏘임(Sting),쇼크,1
피부,쏘임(Sting),무의식(GCS 3-8),1
피부,쏘임(Sting),중등도 호흡곤란,2
피부,쏘임(Sting),혈역학적 장애,2
피부,쏘임(Sting),의식변화(GCS 9-13),2
피부,쏘임(Sting),"열,면역억제 상태",2
피부,쏘임(Sting),패혈증 의증(3 SIRS 기준만족),2
피부,쏘임(Sting),경증 호흡곤란,3
피부,쏘임(Sting),"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,쏘임(Sting),"열(아파보임),<3 SIRS 기준 만족",3
피부,쏘임(Sting),"열(건강해보임), 1SIRS 기준만족(열)",4
피부,쏘임(Sting),급성 말초성 중증 통증 (8-10),3
피부,쏘임(Sting),급성 말초성 중등도 통증(4-7),4
피부,쏘임(Sting),급성 말초성 경증 통증(<4),5
피부,쏘임(Sting),중증 알러지 반응의 기왕력,2
피부,쏘임(Sting),쏘임,5
피부,찰과상,급성 말초성 중증 통증 (8-10),3
피부,찰과상,급성 말초성 중등도 통증(4-7),4
피부,찰과상,급성 말초성 경증 통증(<4),5
피부,찰과상,출혈이 동반된 찰과상,4
피부,찰과상,경증 찰과상,5
피부,열상/천공,중증 호흡곤란,1
피부,열상/천공,쇼크,1
피부,열상/천공,무의식(GCS 3-8),1
피부,열상/천공,중등도 호흡곤란,2
피부,열상/천공,혈역학적 장애,2
피부,열상/천공,의식변화(GCS 9-13),2
피부,열상/천공,"열,면역억제 상태",2
피부,열상/천공,패혈증 의증(3 SIRS 기준만족),2
피부,열상/천공,경증 호흡곤란,3
피부,열상/천공,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,열상/천공,"열(아파보임),<3 SIRS 기준 만족",3
피부,열상/천공,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,열상/천공,"출혈성 질환(생명이나 사지에 위급한
출혈)",2
피부,열상/천공,급성 말초성 중증 통증 (8-10),3
피부,열상/천공,출혈성 질환(중등도나 경증의 출혈),3
2단계,3단계,4단계,등급
피부,열상/천공,급성 말초성 중등도 통증(4-7),4
피부,열상/천공,급성 말초성 경증 통증(<4),5
피부,열상/천공,신경혈관 장애를 동반한 복합창상,2
피부,열상/천공,지속되고 있는 출혈,3
피부,열상/천공,지혈되었거나 조절되고 있는 출혈,4
피부,열상/천공,봉합 필요,4
피부,열상/천공,봉합 필요 없음,5
피부,화상,중증 호흡곤란,1
피부,화상,쇼크,1
피부,화상,무의식(GCS 3-8),1
피부,화상,중등도 호흡곤란,2
피부,화상,혈역학적 장애,2
피부,화상,의식변화(GCS 9-13),2
피부,화상,"열,면역억제 상태",2
피부,화상,패혈증 의증(3 SIRS 기준만족),2
피부,화상,경증 호흡곤란,3
피부,화상,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,화상,"열(아파보임),<3 SIRS 기준 만족",3
피부,화상,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,화상,급성 말초성 중증 통증 (8-10),3
피부,화상,급성 말초성 중등도 통증(4-7),4
피부,화상,급성 말초성 경증 통증(<4),5
피부,화상,체표면적 25%이상의 화상,2
피부,화상,"손,발,얼굴,회음부 부위의 부분 2도
이상의 화상",2
피부,화상,5-25% 체표면적의 화상,3
피부,화상,"체표면적의 <5%인 3도 이상의 화상,
혹은 <10%의 2도 화상",4
피부,화상,"화상, 경증통증",5
피부,혈액과 체액 노출,"고위험 노출, 주사침 찔림, 속이 빈
주사바늘, 에이즈 혹은 간염 바이러스
보균자이거나 가능성 있음, 알고 있는
저위험 감염원이 아니면 고위험으로
간주",2
피부,혈액과 체액 노출,"저위험 노출, 속이 빈 주사바늘이
아닌경우 또는 저위험 감염원에서
액체가 튐",3
피부,"이물질, 피부",경증 호흡곤란,3
피부,"이물질, 피부","비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,"이물질, 피부","열(아파보임),<3 SIRS 기준 만족",3
피부,"이물질, 피부","열(건강해보임), 1SIRS 기준만족(열)",4
피부,"이물질, 피부",급성 말초성 중증 통증 (8-10),3
피부,"이물질, 피부",급성 말초성 중등도 통증(4-7),4
2단계,3단계,4단계,등급
피부,"이물질, 피부",급성 말초성 경증 통증(<4),5
피부,"이물질, 피부","이물질, 피부",5
피부,상처확인,경증 호흡곤란,3
피부,상처확인,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,상처확인,"열(아파보임),<3 SIRS 기준 만족",3
피부,상처확인,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,상처확인,급성 말초성 중증 통증 (8-10),3
피부,상처확인,급성 말초성 중등도 통증(4-7),4
피부,상처확인,급성 말초성 경증 통증(<4),5
피부,상처확인,상처확인,5
피부,스테이플/봉합사제거,경증 호흡곤란,3
피부,스테이플/봉합사제거,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,스테이플/봉합사제거,"열(아파보임),<3 SIRS 기준 만족",3
피부,스테이플/봉합사제거,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,스테이플/봉합사제거,급성 말초성 중증 통증 (8-10),3
피부,스테이플/봉합사제거,급성 말초성 중등도 통증(4-7),4
피부,스테이플/봉합사제거,급성 말초성 경증 통증(<4),5
피부,스테이플/봉합사제거,스테이플/봉합사제거,5
피부,발진,중등도 호흡곤란,2
피부,발진,혈역학적 장애,2
피부,발진,의식변화(GCS 9-13),2
피부,발진,"열,면역억제 상태",2
피부,발진,패혈증 의증(3 SIRS 기준만족),2
피부,발진,경증 호흡곤란,3
피부,발진,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,발진,"열(아파보임),<3 SIRS 기준 만족",3
피부,발진,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,발진,급성 말초성 중증 통증 (8-10),3
피부,발진,급성 말초성 중등도 통증(4-7),4
피부,발진,급성 말초성 경증 통증(<4),5
피부,발진,"얼굴 연조직염, 안와주위부 포함",2
피부,발진,"자반성 또는 점발진, 아파보임",2
피부,발진,국소성 연조직염,4
피부,발진,국소성 발진,5
피부,유방의 발적/압통,중등도 호흡곤란,2
피부,유방의 발적/압통,혈역학적 장애,2
피부,유방의 발적/압통,의식변화(GCS 9-13),2
피부,유방의 발적/압통,"열,면역억제 상태",2
피부,유방의 발적/압통,패혈증 의증(3 SIRS 기준만족),2
피부,유방의 발적/압통,경증 호흡곤란,3
피부,유방의 발적/압통,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,유방의 발적/압통,"열(아파보임),<3 SIRS 기준 만족",3
피부,유방의 발적/압통,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,유방의 발적/압통,급성 말초성 중증 통증 (8-10),3
피부,유방의 발적/압통,급성 말초성 중등도 통증(4-7),4
피부,유방의 발적/압통,급성 말초성 경증 통증(<4),5
피부,국소성 부종/발적,중증 호흡곤란,1
피부,국소성 부종/발적,쇼크,1
피부,국소성 부종/발적,무의식(GCS 3-8),1
피부,국소성 부종/발적,중등도 호흡곤란,2
피부,국소성 부종/발적,혈역학적 장애,2
피부,국소성 부종/발적,의식변화(GCS 9-13),2
피부,국소성 부종/발적,"열,면역억제 상태",2
피부,국소성 부종/발적,패혈증 의증(3 SIRS 기준만족),2
피부,국소성 부종/발적,경증 호흡곤란,3
피부,국소성 부종/발적,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,국소성 부종/발적,"열(아파보임),<3 SIRS 기준 만족",3
피부,국소성 부종/발적,"열(건강해보임), 1SIRS 기준만족(열)",4
피부,국소성 부종/발적,급성 말초성 중증 통증 (8-10),3
피부,국소성 부종/발적,급성 말초성 중등도 통증(4-7),4
피부,국소성 부종/발적,급성 말초성 경증 통증(<4),5
피부,국소성 부종/발적,"얼굴 연조직염, 특히 안와주위",2
피부,국소성 부종/발적,"자반성 또는 점발진, 아파보임",2
피부,국소성 부종/발적,국소성 연조직염,4
피부,국소성 부종/발적,국소성 발진,5
피부,"혹,돌기,굳은살",중등도 호흡곤란,2
피부,"혹,돌기,굳은살",혈역학적 장애,2
피부,"혹,돌기,굳은살",의식변화(GCS 9-13),2
피부,"혹,돌기,굳은살","열,면역억제 상태",2
피부,"혹,돌기,굳은살",패혈증 의증(3 SIRS 기준만족),2
피부,"혹,돌기,굳은살",경증 호흡곤란,3
피부,"혹,돌기,굳은살","비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,"혹,돌기,굳은살","열(아파보임),<3 SIRS 기준 만족",3
피부,"혹,돌기,굳은살","열(건강해보임), 1SIRS 기준만족(열)",4
피부,"혹,돌기,굳은살",급성 말초성 중증 통증 (8-10),3
피부,"혹,돌기,굳은살",급성 말초성 중등도 통증(4-7),4
피부,"혹,돌기,굳은살",급성 말초성 경증 통증(<4),5
피부,"혹,돌기,굳은살","혹,돌기,굳은살",5
피부,감염 가능성 확인,급성 말초성 중증 통증 (8-10),3
피부,감염 가능성 확인,급성 말초성 중등도 통증(4-7),4
피부,감염 가능성 확인,급성 말초성 경증 통증(<4),5
피부,감염 가능성 확인,감염 가능성 확인,5
피부,청색증,중증 호흡곤란,1
피부,청색증,쇼크,1
피부,청색증,무의식(GCS 3-8),1
피부,청색증,중등도 호흡곤란,2
피부,청색증,혈역학적 장애,2
피부,청색증,의식변화(GCS 9-13),2
피부,청색증,"열,면역억제 상태",2
피부,청색증,패혈증 의증(3 SIRS 기준만족),2
피부,청색증,경증 호흡곤란,3
피부,청색증,"비정상 맥박수/맥박압 (혈역학적으로
안정)",3
피부,청색증,"열(아파보임),<3 SIRS 기준 만족",3
피부,청색증,청색증,3
피부,외상없이 저절로 멍듦,중증 호흡곤란,1
피부,외상없이 저절로 멍듦,쇼크,1
피부,외상없이 저절로 멍듦,무의식(GCS 3-8),1
피부,외상없이 저절로 멍듦,중등도 호흡곤란,2
